Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,Greedy No. Changed Names,Greedy No. Changed Tokens,Replaced Names,GA No. Changed Names,GA No. Changed Tokens,Attack Type,Query Times,Time Cost,Suc Type,Insert Words,orig prob,current prob
117,"public SpanQuery makeSpanClause() {SpanQuery [] spanQueries = new SpanQuery[size()];Iterator<SpanQuery> sqi = weightBySpanQuery.keySet().iterator();int i = 0;while (sqi.hasNext()) {SpanQuery sq = sqi.next();float boost = weightBySpanQuery.get(sq);if (boost != 1f) {sq = new SpanBoostQuery(sq, boost);}spanQueries[i++] = sq;}if (spanQueries.length == 1)return spanQueries[0];else return new SpanOrQuery(spanQueries);}
",120,"public SpanQuery makeSpanClause() {SpanQuery [] queries = new SpanQuery[size()];Iterator<SpanQuery> sqi = weightBySpanQuery.keySet().iterator();int i = 0;while (sqi.hasNext()) {SpanQuery query = sqi.next();float s = weightBySpanQuery.get(query);if (s != 1f) {query = new SpanBoostQuery(query, s);}queries[i++] = query;}if (queries.length == 1)return queries[0];else return new SpanOrQuery(queries);}
","public virtual SpanQuery MakeSpanClause(){List<SpanQuery> spanQueries = new List<SpanQuery>();foreach (var wsq in weightBySpanQuery){wsq.Key.Boost = wsq.Value;spanQueries.Add(wsq.Key);}if (spanQueries.Count == 1)return spanQueries[0];else return new SpanOrQuery(spanQueries.ToArray());}
","public override SpanQuery MakeSpanClause(){SpanQuery[] spanQueries = new SpanQuery[Size];IEnumerator<SpanQuery> sqi = weightBySpanQuery.Keys.GetEnumerator();int i = 0;while (sqi.MoveNext()){SpanQuery sq = sqi.Current;float boost = weightBySpanQuery[sq];if (boost!= 1f){sq = new SpanBoostQuery(sq, boost);}spanQueries[i++] = sq;}if (spanQueries.Length == 1){return new SpanOrQuery(spanQueries);}else{return new SpanOrQuery(spanQueries);}}
","public override SpanQuery MakeSpanClause(){SpanQuery[] next = new SpanQuery[Size];IEnumerator<SpanQuery> sqi = weightBySpanQuery.Keys.GetEnumerator();int i = 0;while (sqi.MoveNext()){SpanQuery query = sqi.Current;if (s!= 1f){query = new SpanBoostQuery(query, s);}next[i++] = query;}if (next.Length == 1){return next[0];}else{return new SpanOrQuery(next);}}
",-1,"makeSpanClause,spanQueries,sqi,i,sq,boost","makeSpanClause:0.11974864997234341,spanQueries:0.13654372418671828,sqi:0.11204323361691781,i:0.13504990616999077,sq:0.14362263202050318,boost:0.19123701895805734,",0,0,"boost:s,sq:count,spanQueries:queries,",0,0,Greedy,98,1.6900574167569478,failed,[],0.2514252756340197,0.2268532055746439
118,"public StashCreateCommand stashCreate() {return new StashCreateCommand(repo);}
",14,"public StashCreateCommand build() {return new StashCreateCommand(repo);}
","public virtual StashCreateCommand StashCreate(){return new StashCreateCommand(repo);}
","public virtual StashCreateCommand StashCreate(){return new StashCreateCommand(repo);}
","public virtual StashCreateCommand Create(){return new StashCreateCommand(repo);}
",-1,stashCreate,"stashCreate:0.3709479069910704,",0,0,"stashCreate:build,",0,0,Greedy,6,0.023099418481191,failed,[],1.0,0.3895642867609087
119,"public FieldInfo fieldInfo(String fieldName) {return byName.get(fieldName);}
",17,"public FieldInfo info(String fieldName) {return byName.get(fieldName);}
","public FieldInfo FieldInfo(string fieldName){FieldInfo ret;byName.TryGetValue(fieldName, out ret);return ret;}
","public virtual FieldInfo FieldInfo(string fieldName){return byName.Get(fieldName);}
","public virtual FieldInfo Info(string fieldName){return byName.Get(fieldName);}
",-1,"fieldInfo,fieldName","fieldInfo:0.17218641000821608,fieldName:0.12393856847029339,",0,0,"fieldInfo:info,",0,0,Greedy,17,0.05207103888193766,failed,[],0.24724041295464688,0.16857092607536586
120,"public DescribeEventSourceResult describeEventSource(DescribeEventSourceRequest request) {request = beforeClientExecution(request);return executeDescribeEventSource(request);}
",22,"public DescribeEventSourceResult execute(DescribeEventSourceRequest input) {input = beforeClientExecution(input);return executeDescribeEventSource(input);}
","public virtual DescribeEventSourceResponse DescribeEventSource(DescribeEventSourceRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeEventSourceRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeEventSourceResponseUnmarshaller.Instance;return Invoke<DescribeEventSourceResponse>(request, options);}
","public virtual DescribeEventSourceResponse DescribeEventSource(DescribeEventSourceRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeEventSourceRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeEventSourceResponseUnmarshaller.Instance;return Invoke<DescribeEventSourceResponse>(request, options);}
","public virtual DescribeEventSourceResponse DescribeEventSource(DescribeEventSourceRequest input){var options = new InvokeOptions();options.RequestMarshaller = DescribeEventSourceRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeEventSourceResponseUnmarshaller.Instance;return Invoke<DescribeEventSourceResponse>(request, options);}
",-1,"describeEventSource,request","describeEventSource:0.0,request:0.517043815157769,",0,0,"request:input,describeEventSource:execute,",0,0,Greedy,18,0.15636039574941,failed,[],1.0,0.7183962026001982
121,"public GetDocumentAnalysisResult getDocumentAnalysis(GetDocumentAnalysisRequest request) {request = beforeClientExecution(request);return executeGetDocumentAnalysis(request);}
",22,"public GetDocumentAnalysisResult get(GetDocumentAnalysisRequest parent) {parent = beforeClientExecution(parent);return executeGetDocumentAnalysis(parent);}
","public virtual GetDocumentAnalysisResponse GetDocumentAnalysis(GetDocumentAnalysisRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetDocumentAnalysisRequestMarshaller.Instance;options.ResponseUnmarshaller = GetDocumentAnalysisResponseUnmarshaller.Instance;return Invoke<GetDocumentAnalysisResponse>(request, options);}
","public virtual GetDocumentAnalysisResponse GetDocumentAnalysis(GetDocumentAnalysisRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetDocumentAnalysisRequestMarshaller.Instance;options.ResponseUnmarshaller = GetDocumentAnalysisResponseUnmarshaller.Instance;return Invoke<GetDocumentAnalysisResponse>(request, options);}
","public virtual GetDocumentAnalysisResponse Get(GetDocumentAnalysisRequest parent){parent = beforeClientExecution(parent);return Invoke<GetDocumentAnalysisResponse>(parent, ""GetDocumentAnalysis"");}
",-1,"getDocumentAnalysis,request","getDocumentAnalysis:0.0,request:0.5003771484911024,",0,0,"request:parent,getDocumentAnalysis:get,",0,0,Greedy,20,0.17662035624186198,failed,[],1.0,0.19779609921627356
122,"public CancelUpdateStackResult cancelUpdateStack(CancelUpdateStackRequest request) {request = beforeClientExecution(request);return executeCancelUpdateStack(request);}
",22,"public CancelUpdateStackResult cancel(CancelUpdateStackRequest instruction) {instruction = beforeClientExecution(instruction);return executeCancelUpdateStack(instruction);}
","public virtual CancelUpdateStackResponse CancelUpdateStack(CancelUpdateStackRequest request){var options = new InvokeOptions();options.RequestMarshaller = CancelUpdateStackRequestMarshaller.Instance;options.ResponseUnmarshaller = CancelUpdateStackResponseUnmarshaller.Instance;return Invoke<CancelUpdateStackResponse>(request, options);}
","public virtual CancelUpdateStackResponse CancelUpdateStack(CancelUpdateStackRequest request){var options = new InvokeOptions();options.RequestMarshaller = CancelUpdateStackRequestMarshaller.Instance;options.ResponseUnmarshaller = CancelUpdateStackResponseUnmarshaller.Instance;return Invoke<CancelUpdateStackResponse>(request, options);}
","public virtual CancelUpdateStackResponse CancelUpdateStack(CancelUpdateStackRequest instruction){instruction = Validate(instruction);return Invoke<CancelUpdateStackResponse>(instruction, InvokeOptions.Instance);}
",-1,"cancelUpdateStack,request","cancelUpdateStack:0.0,request:0.3893258161237715,",0,0,"request:instruction,cancelUpdateStack:cancel,",0,0,Greedy,19,0.16458183129628498,failed,[],1.0,0.19682144694015952
123,"public ModifyLoadBalancerAttributesResult modifyLoadBalancerAttributes(ModifyLoadBalancerAttributesRequest request) {request = beforeClientExecution(request);return executeModifyLoadBalancerAttributes(request);}
",22,"public ModifyLoadBalancerAttributesResult modify(ModifyLoadBalancerAttributesRequest input) {input = beforeClientExecution(input);return executeModifyLoadBalancerAttributes(input);}
","public virtual ModifyLoadBalancerAttributesResponse ModifyLoadBalancerAttributes(ModifyLoadBalancerAttributesRequest request){var options = new InvokeOptions();options.RequestMarshaller = ModifyLoadBalancerAttributesRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyLoadBalancerAttributesResponseUnmarshaller.Instance;return Invoke<ModifyLoadBalancerAttributesResponse>(request, options);}
","public virtual ModifyLoadBalancerAttributesResponse ModifyLoadBalancerAttributes(ModifyLoadBalancerAttributesRequest request){var options = new InvokeOptions();options.RequestMarshaller = ModifyLoadBalancerAttributesRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyLoadBalancerAttributesResponseUnmarshaller.Instance;return Invoke<ModifyLoadBalancerAttributesResponse>(request, options);}
","public virtual ModifyLoadBalancerAttributesResponse ModifyLoadBalancerAttributes(ModifyLoadBalancerAttributesRequest input){input = Validate(input);return Invoke<ModifyLoadBalancerAttributesResponse>(input);}
",-1,"modifyLoadBalancerAttributes,request","modifyLoadBalancerAttributes:0.0,request:0.40789396044403214,",0,0,"request:input,modifyLoadBalancerAttributes:modify,",0,0,Greedy,21,0.15647639830907187,failed,[],1.0,0.19682144694015952
124,"public SetInstanceProtectionResult setInstanceProtection(SetInstanceProtectionRequest request) {request = beforeClientExecution(request);return executeSetInstanceProtection(request);}
",22,"public SetInstanceProtectionResult setInstanceProtection(SetInstanceProtectionRequest input) {input = beforeClientExecution(input);return executeSetInstanceProtection(input);}
","public virtual SetInstanceProtectionResponse SetInstanceProtection(SetInstanceProtectionRequest request){var options = new InvokeOptions();options.RequestMarshaller = SetInstanceProtectionRequestMarshaller.Instance;options.ResponseUnmarshaller = SetInstanceProtectionResponseUnmarshaller.Instance;return Invoke<SetInstanceProtectionResponse>(request, options);}
","public virtual SetInstanceProtectionResponse SetInstanceProtection(SetInstanceProtectionRequest request){var options = new InvokeOptions();options.RequestMarshaller = SetInstanceProtectionRequestMarshaller.Instance;options.ResponseUnmarshaller = SetInstanceProtectionResponseUnmarshaller.Instance;return Invoke<SetInstanceProtectionResponse>(request, options);}
","public virtual SetInstanceProtectionResponse SetInstanceProtection(SetInstanceProtectionRequest input){var options = new InvokeOptions();options.RequestMarshaller = SetInstanceProtectionRequestMarshaller.Instance;options.ResponseUnmarshaller = SetInstanceProtectionResponseUnmarshaller.Instance;return Invoke<SetInstanceProtectionResponse>(input, options);}
",-1,"setInstanceProtection,request","setInstanceProtection:0.0,request:0.37265914945710477,",0,0,"request:input,",0,0,Greedy,21,0.19810184637705486,failed,[],1.0,0.8330700172095619
125,"public ModifyDBProxyResult modifyDBProxy(ModifyDBProxyRequest request) {request = beforeClientExecution(request);return executeModifyDBProxy(request);}
",22,"public ModifyDBProxyResult apply(ModifyDBProxyRequest input) {input = beforeClientExecution(input);return executeModifyDBProxy(input);}
","public virtual ModifyDBProxyResponse ModifyDBProxy(ModifyDBProxyRequest request){var options = new InvokeOptions();options.RequestMarshaller = ModifyDBProxyRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyDBProxyResponseUnmarshaller.Instance;return Invoke<ModifyDBProxyResponse>(request, options);}
","public virtual ModifyDBProxyResponse ModifyDBProxy(ModifyDBProxyRequest request){var options = new InvokeOptions();options.RequestMarshaller = ModifyDBProxyRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyDBProxyResponseUnmarshaller.Instance;return Invoke<ModifyDBProxyResponse>(request, options);}
","public virtual ModifyDBProxyResponse ModifyDBProxy(ModifyDBProxyRequest input){var options = new InvokeOptions();options.RequestMarshaller = ModifyDBProxyRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyDBProxyResponseUnmarshaller.Instance;return Invoke<ModifyDBProxyResponse>(input, options);}
",-1,"modifyDBProxy,request","modifyDBProxy:0.0,request:0.3893258161237715,",0,0,"request:input,modifyDBProxy:apply,",0,0,Greedy,21,0.2044554630915324,failed,[],1.0,0.7953006008130087
126,"public void add(char[] output, int offset, int len, int endOffset, int posLength) {if (count == outputs.length) {outputs = ArrayUtil.grow(outputs, count+1);}if (count == endOffsets.length) {final int[] next = new int[ArrayUtil.oversize(1+count, Integer.BYTES)];System.arraycopy(endOffsets, 0, next, 0, count);endOffsets = next;}if (count == posLengths.length) {final int[] next = new int[ArrayUtil.oversize(1+count, Integer.BYTES)];System.arraycopy(posLengths, 0, next, 0, count);posLengths = next;}if (outputs[count] == null) {outputs[count] = new CharsRefBuilder();}outputs[count].copyChars(output, offset, len);endOffsets[count] = endOffset;posLengths[count] = posLength;count++;}
",203,"public void transfer(char[] copy, int transfer, int start, int 0, int off) {if (2 == 1.length) {1 = ArrayUtil.grow(1, 2+1);}if (2 == tmp.length) {final int[] 1 = new int[ArrayUtil.oversize(1+2, Integer.BYTES)];System.arraycopy(tmp, 0, 1, 0, 2);tmp = 1;}if (2 == out.length) {final int[] 1 = new int[ArrayUtil.oversize(1+2, Integer.BYTES)];System.arraycopy(out, 0, 1, 0, 2);out = 1;}if (1[2] == null) {1[2] = new CharsRefBuilder();}1[2].copyChars(copy, transfer, start);tmp[2] = 0;out[2] = off;2++;}
","public virtual void Add(char[] output, int offset, int len, int endOffset, int posLength){if (count == outputs.Length){CharsRef[] next = new CharsRef[ArrayUtil.Oversize(1 + count, RamUsageEstimator.NUM_BYTES_OBJECT_REF)];Array.Copy(outputs, 0, next, 0, count);outputs = next;}if (count == endOffsets.Length){int[] next = new int[ArrayUtil.Oversize(1 + count, RamUsageEstimator.NUM_BYTES_INT32)];Array.Copy(endOffsets, 0, next, 0, count);endOffsets = next;}if (count == posLengths.Length){int[] next = new int[ArrayUtil.Oversize(1 + count, RamUsageEstimator.NUM_BYTES_INT32)];Array.Copy(posLengths, 0, next, 0, count);posLengths = next;}if (outputs[count] == null){outputs[count] = new CharsRef();}outputs[count].CopyChars(output, offset, len);endOffsets[count] = endOffset;posLengths[count] = posLength;count++;}
","public virtual void Add(char[] output, int offset, int len, int endOffset, int posLength){if (count == outputs.Length){outputs = ArrayUtil.Grow(outputs, count + 1);}if (count == endOffsets.Length){int[] next = new int[ArrayUtil.Oversize(1 + count, Integer.BYTES)];System.Array.Copy(endOffsets, 0, next, 0, count);endOffsets = next;}if (count == posLengths.Length){int[] next = new int[ArrayUtil.Oversize(1 + count, Integer.BYTES)];System.Array.Copy(posLengths, 0, next, 0, count);posLengths = next;}if (outputs[count] == null){outputs[count] = new CharsRefBuilder();}outputs[count].CopyChars(output, offset, len);endOffsets[count] = endOffset;posLengths[count] = posLength;count++;}
","public virtual void Transfer(char[] copy, int transfer, int start, int 0, int off){if (2 == 1.Length){1 = ArrayUtil.Grow(1, 2 + 1);}if (2 == tmp.Length){int[] write = new int[ArrayUtil.Oversize(1 + 2, Integer.BYTES)];System.Array.Copy(tmp, 0, write, 0, 2);tmp = write;}if (2 == out.Length){int[] write = new int[ArrayUtil.Oversize(1 + 2, Integer.BYTES)];System.Array.Copy(out, 0, write, 0, 2);out = write;}if (1[2] == null){1[2] = new CharsRefBuilder();}1[2].CopyChars(copy, transfer, start);tmp[2] = 0;out[2] = off;2++;}
",-1,"add,output,offset,len,endOffset,posLength,outputs,next,endOffsets,posLengths,count","add:0.312265314613014,output:0.30033919145928745,offset:0.3527328858282174,len:0.3428794332268967,endOffset:0.4262532503580967,posLength:0.32623643045420636,outputs:0.21911056795958095,next:0.21469953767406946,endOffsets:0.28569239250332645,posLengths:0.23115193869662076,count:0.3332728621740231,",0,0,"endOffset:0,offset:add,len:start,count:input,posLength:next,add:transfer,output:input,endOffsets:tmp,posLengths:buffer,outputs:out,next:write,",0,0,Greedy,277,7.874019980430603,failed,[],0.7246420206446579,0.2473395542928148
127,"public FetchLibrariesRequest() {super(""CloudPhoto"", ""2017-07-11"", ""FetchLibraries"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}
",25,,"public FetchLibrariesRequest(): base(""CloudPhoto"", ""2017-07-11"", ""FetchLibraries"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}
","public FetchLibrariesRequest(): base(""CloudPhoto"", ""2017-07-11"", ""FetchLibraries"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}
","public FetchLibrariesRequest(): base(""CloudPhoto"", ""2017-07-11"", ""FetchLibraries"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}
",-3,,,,,,0,0,Greedy,1,0.006731164455413818,,,1.0,1.0
128,"public boolean exists() {return fs.exists(objects);}
",15,"public boolean has() {return fs.has(objects);}
","public override bool Exists(){return objects.Exists();}
","public virtual bool Exists(){return fs.Exists(objects);}
","public override bool Next(){return fs.Next(objects);}
",-1,exists,"exists:0.3253613166421818,",0,0,"exists:has,",0,0,Greedy,7,0.01802436908086141,failed,[],0.40437980943123863,0.37447303824360223
129,"public FilterOutputStream(OutputStream out) {this.out = out;}
",14,"public FilterOutputStream(OutputStream stream) {this.stream = stream;}
","public FilterOutputStream(java.io.OutputStream @out){this.@out = @out;}
","public FilterOutputStream(java.io.OutputStream @out){this.@out = @out;}
","public FilterOutputStream(Stream stream){this.stream = stream;}
",-1,out,"out:0.9386968121662669,",0,0,"out:stream,",0,0,Greedy,7,0.02257618506749471,failed,[],1.0,0.5174563991673771
130,"public ScaleClusterRequest() {super(""CS"", ""2015-12-15"", ""ScaleCluster"", ""csk"");setUriPattern(""/clusters/[ClusterId]"");setMethod(MethodType.PUT);}
",30,,"public ScaleClusterRequest(): base(""CS"", ""2015-12-15"", ""ScaleCluster"", ""cs"", ""openAPI""){UriPattern = ""/clusters/[ClusterId]"";Method = MethodType.PUT;}
","public ScaleClusterRequest(): base(""CS"", ""2015-12-15"", ""ScaleCluster"", ""csk"", ""openAPI""){UriPattern = ""/clusters/[ClusterId]"";Method = MethodType.PUT;}
","public ScaleClusterRequest(): base(""CS"", ""2015-12-15"", ""ScaleCluster"", ""csk"", ""openAPI""){UriPattern = ""/clusters/[ClusterId]"";Method = MethodType.PUT;}
",-3,,,,,,0,0,Greedy,1,0.007737851142883301,,,0.8520019333126669,0.8520019333126669
131,"public DataValidationConstraint createTimeConstraint(int operatorType, String formula1, String formula2) {return DVConstraint.createTimeConstraint(operatorType, formula1, formula2);}
",27,"public DataValidationConstraint constraint(int get, String id, String create) {return DVConstraint.constraint(get, id, create);}
","public IDataValidationConstraint CreateTimeConstraint(int operatorType, String formula1, String formula2){return DVConstraint.CreateTimeConstraint(operatorType, formula1, formula2);}
","public DataValidationConstraint CreateTimeConstraint(int operatorType, String formula1, String formula2){return DVConstraint.CreateTimeConstraint(operatorType, formula1, formula2);}
","public DataValidationConstraint Get(int get, string id, string create){return DVConstraint.Get(get, id, create);}
",-1,"createTimeConstraint,operatorType,formula1,formula2","createTimeConstraint:0.46560642335821567,operatorType:0.5431795488648425,formula1:0.8626529260307146,formula2:0.8626529260307146,",0,0,"formula1:id,formula2:create,operatorType:create,createTimeConstraint:get,",0,0,Greedy,50,0.2765985369682312,failed,[],0.9048597111725618,0.3670294822597152
132,"public ListObjectParentPathsResult listObjectParentPaths(ListObjectParentPathsRequest request) {request = beforeClientExecution(request);return executeListObjectParentPaths(request);}
",22,"public ListObjectParentPathsResult listObjectParentPaths(ListObjectParentPathsRequest lists) {lists = beforeClientExecution(lists);return executeListObjectParentPaths(lists);}
","public virtual ListObjectParentPathsResponse ListObjectParentPaths(ListObjectParentPathsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListObjectParentPathsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListObjectParentPathsResponseUnmarshaller.Instance;return Invoke<ListObjectParentPathsResponse>(request, options);}
","public virtual ListObjectParentPathsResponse ListObjectParentPaths(ListObjectParentPathsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListObjectParentPathsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListObjectParentPathsResponseUnmarshaller.Instance;return Invoke<ListObjectParentPathsResponse>(request, options);}
","public virtual ListObjectParentPathsResponse ListObjectParentPaths(ListObjectParentPathsRequest input){var options = new InvokeOptions();options.RequestMarshaller = ListObjectParentPathsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListObjectParentPathsResponseUnmarshaller.Instance;return Invoke<ListObjectParentPathsResponse>(input, options);}
",-1,"listObjectParentPaths,request","listObjectParentPaths:0.0,request:0.3893258161237715,",0,0,"request:lists,",0,0,Greedy,20,0.14049028952916462,failed,[],1.0,0.23160692566369406
133,"public DescribeCacheSubnetGroupsResult describeCacheSubnetGroups(DescribeCacheSubnetGroupsRequest request) {request = beforeClientExecution(request);return executeDescribeCacheSubnetGroups(request);}
",22,"public DescribeCacheSubnetGroupsResult describe(DescribeCacheSubnetGroupsRequest list) {list = beforeClientExecution(list);return executeDescribeCacheSubnetGroups(list);}
","public virtual DescribeCacheSubnetGroupsResponse DescribeCacheSubnetGroups(DescribeCacheSubnetGroupsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeCacheSubnetGroupsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeCacheSubnetGroupsResponseUnmarshaller.Instance;return Invoke<DescribeCacheSubnetGroupsResponse>(request, options);}
","public virtual DescribeCacheSubnetGroupsResponse DescribeCacheSubnetGroups(DescribeCacheSubnetGroupsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeCacheSubnetGroupsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeCacheSubnetGroupsResponseUnmarshaller.Instance;return Invoke<DescribeCacheSubnetGroupsResponse>(request, options);}
","public virtual DescribeCacheSubnetGroupsResponse DescribeCacheSubnetGroups(DescribeCacheSubnetGroupsRequest list){list = Validate<DescribeCacheSubnetGroupsRequest>(list);return DescribeCacheSubnetGroups(list);}
",-1,"describeCacheSubnetGroups,request","describeCacheSubnetGroups:0.0,request:0.40789396044403214,",0,0,"request:list,describeCacheSubnetGroups:call,",0,0,Greedy,18,0.14052946567535402,failed,[],1.0,0.1478631136068262
134,"public void setSharedFormula(boolean flag) {field_5_options =sharedFormula.setShortBoolean(field_5_options, flag);}
",20,"public void true(boolean true) {this =sharedFormula.setShortBoolean(this, true);}
","public void SetSharedFormula(bool flag){field_5_options =sharedFormula.SetShortBoolean(field_5_options, flag);}
","public void SetSharedFormula(bool flag){field_5_options = sharedFormula.SetShortBoolean(field_5_options, flag);}
","public virtual void s(bool s){this = sharedFormula.SetShortBoolean(this, s);}
",-1,"setSharedFormula,flag,field_5_options","setSharedFormula:0.5213528806249765,flag:0.4995597269290524,field_5_options:0.5242596082099976,",0,0,"field_5_options:this,setSharedFormula:flag,flag:set,",0,0,Greedy,38,0.14846010208129884,failed,[],0.7466849054315531,0.10627611686511589
135,"public boolean isReuseObjects() {return reuseObjects;}
",10,"public boolean get() {return reuseObjects;}
","public virtual bool IsReuseObjects(){return reuseObjects;}
","public virtual bool IsReuseObjects(){return reuseObjects;}
","public override bool Get(){return reuseObjects;}
",-1,isReuseObjects,"isReuseObjects:0.5893077920354718,",0,0,"isReuseObjects:get,",0,0,Greedy,7,0.016396387418111166,failed,[],0.75,0.28569220796452816
136,"public ErrorNode addErrorNode(Token badToken) {ErrorNodeImpl t = new ErrorNodeImpl(badToken);addAnyChild(t);t.setParent(this);return t;}
",33,"public ErrorNode addErrorNode(Token make) {ErrorNodeImpl build = new ErrorNodeImpl(make);addAnyChild(build);build.setParent(this);return build;}
","public virtual IErrorNode AddErrorNode(IToken badToken){ErrorNodeImpl t = new ErrorNodeImpl(badToken);AddChild(t);t.Parent = this;return t;}
","public virtual ErrorNode AddErrorNode(Token badToken){ErrorNode t = new ErrorNode(badToken);AddAnyChild(t);t.Parent = this;return t;}
","public virtual ErrorNode AddErrorNode(Token token){ErrorNode build = new ErrorNode(token);AddAnyChild(build);build.Parent = this;return build;}
",-1,"addErrorNode,badToken,t","addErrorNode:0.03569830843651478,badToken:0.3097164563922333,t:0.3458989404055845,",0,0,"t:build,badToken:s,",0,0,Greedy,32,0.19640320539474487,failed,[],0.5828554470183167,0.42656376666467377
137,"public LatvianStemFilterFactory(Map<String,String> args) {super(args);if (!args.isEmpty()) {throw new IllegalArgumentException(""Unknown parameters: "" + args);}}
",38,,"public LatvianStemFilterFactory(IDictionary<string, string> args): base(args){if (args.Count > 0){throw new System.ArgumentException(""Unknown parameters: "" + args);}}
","public LatvianStemFilterFactory(IDictionary<string, string> args): base(args){if (args.Count > 0){throw new System.ArgumentException(""Unknown parameters: "" + args);}}
","public LatvianStemFilterFactory(IDictionary<string, string> args): base(args){if (args.Count > 0){throw new System.ArgumentException(""Unknown parameters: "" + args);}}
",-3,,,,,,0,0,Greedy,1,0.00592731237411499,,,1.0,1.0
138,"public EventSubscription removeSourceIdentifierFromSubscription(RemoveSourceIdentifierFromSubscriptionRequest request) {request = beforeClientExecution(request);return executeRemoveSourceIdentifierFromSubscription(request);}
",22,"public EventSubscription remove(RemoveSourceIdentifierFromSubscriptionRequest parent) {parent = beforeClientExecution(parent);return executeRemoveSourceIdentifierFromSubscription(parent);}
","public virtual RemoveSourceIdentifierFromSubscriptionResponse RemoveSourceIdentifierFromSubscription(RemoveSourceIdentifierFromSubscriptionRequest request){var options = new InvokeOptions();options.RequestMarshaller = RemoveSourceIdentifierFromSubscriptionRequestMarshaller.Instance;options.ResponseUnmarshaller = RemoveSourceIdentifierFromSubscriptionResponseUnmarshaller.Instance;return Invoke<RemoveSourceIdentifierFromSubscriptionResponse>(request, options);}
","public virtual RemoveSourceIdentifierFromSubscriptionResponse RemoveSourceIdentifierFromSubscription(RemoveSourceIdentifierFromSubscriptionRequest request){var options = new InvokeOptions();options.RequestMarshaller = RemoveSourceIdentifierFromSubscriptionRequestMarshaller.Instance;options.ResponseUnmarshaller = RemoveSourceIdentifierFromSubscriptionResponseUnmarshaller.Instance;return Invoke<RemoveSourceIdentifierFromSubscriptionResponse>(request, options);}
","public virtual RemoveSourceIdentifierFromSubscriptionResponse RemoveSourceIdentifierFromSubscription(RemoveSourceIdentifierFromSubscriptionRequest parent){var options = new InvokeOptions();options.RequestMarshaller = RemoveSourceIdentifierFromSubscriptionRequestMarshaller.Instance;options.ResponseUnmarshaller = RemoveSourceIdentifierFromSubscriptionResponseUnmarshaller.Instance;return Invoke<RemoveSourceIdentifierFromSubscriptionResponse>(parent, options);}
",-1,"removeSourceIdentifierFromSubscription,request","removeSourceIdentifierFromSubscription:0.0,request:0.4205758161237715,",0,0,"request:parent,removeSourceIdentifierFromSubscription:remove,",0,0,Greedy,21,0.21689738432566324,failed,[],1.0,0.22904609921627356
139,"public static TokenFilterFactory forName(String name, Map<String,String> args) {return loader.newInstance(name, args);}
",28,"public static TokenFilterFactory load(String create, Map<String,String> args) {return loader.newInstance(create, args);}
","public static TokenFilterFactory ForName(string name, IDictionary<string, string> args){return loader.NewInstance(name, args);}
","public static TokenFilterFactory ForName(string name, IDictionary<string, string> args){return loader.NewInstance(name, args);}
","public static TokenFilterFactory Load(string create, IDictionary<string, string> args){return loader.NewInstance(create, args);}
",-1,"forName,name","forName:0.41163413991778175,name:0.6974223099804451,",0,0,"name:create,forName:load,",0,0,Greedy,18,0.09321985244750977,failed,[],1.0,0.5933206166633348
